bigg_reaction_id	bigg_reaction_name	bigg_reaction_string
AGM3PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase	anhgm3p_c + h2o_c <-> acgam_c + anhm3p_c
AGM4PCP	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	anhgm4p_c + h2o_c <-> ala__D_c + anhgm3p_c
AGM4PCPpp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)	anhgm4p_p + h2o_p <-> ala__D_p + anhgm3p_p
AGMT	Agmatinase	agm_c + h2o_c <-> ptrc_c + urea_c
AGMt2pp	GlcNAc-anhMurNAc transport in via proton symport (periplasm)	anhgm_p + h_p <-> anhgm_c + h_c
AGMtex	Agmatine transport via diffusion (extracellular to periplasm)	agm_e <-> agm_p
AGPAT161	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	1hdec9eg3p_c + hdeACP_c <-> ACP_c + pa161_c
AGPAT180	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	1odecg3p_c + ocdcaACP_c <-> ACP_c + pa180_c
AGt3	Silver transport out via proton antiport	ag_c + h_e <-> h_c + ag_e
AIRC2	Phosphoribosylaminoimidazole carboxylase	air_c + atp_c + hco3_c <-> 5caiz_c + adp_c + h_c + pi_c
ALAALAr	D-alanine-D-alanine ligase (reversible)	2.0 ala__D_c + atp_c <-> adp_c + alaala_c + h_c + pi_c
ALAALAtex	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)	alaala_e <-> alaala_p
ALATA_D2	D-alanine transaminase	ala__D_c + pydx5p_c <-> pyam5p_c + pyr_c
ALATA_L	L-alanine transaminase	akg_c + ala__L_c <-> glu__L_c + pyr_c
ALATA_L2	Alanine transaminase	ala__L_c + pydx5p_c <-> pyam5p_c + pyr_c
ALATRS	Alanyl-tRNA synthetase	ala__L_c + atp_c + trnaala_c <-> alatrna_c + amp_c + ppi_c
ALAt2pp	L-alanine transport in via proton symport (periplasm)	ala__L_p + h_p <-> ala__L_c + h_c
ALCD2x	Alcohol dehydrogenase (ethanol)	etoh_c + nad_c <-> acald_c + h_c + nadh_c
ALLK	Allose kinase	all__D_c + atp_c <-> adp_c + all6p_c + h_c
ALLTAMH	Allantoate amidohydrolase	alltt_c + 2.0 h_c + 2.0 h2o_c <-> co2_c + 2.0 nh4_c + urdglyc_c
ALLTNtex	Allantoin transport via diffusion (extracellular to periplasm)	alltn_e <-> alltn_p
ALPATE160pp	Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)	alpp_p + pe160_p <-> 2agpe160_p + lpp_p
ALR4x	Aldose reductase (acetol)	acetol_c + h_c + nadh_c <-> 12ppd__R_c + nad_c
ALTRH	Altronate hydrolase	altrn_c <-> 2ddglcn_c + h2o_c
AM4PA	Anhydrous-N-Acetylmuramyl-tetrapeptide amidase	anhm4p_c + h2o_c <-> LalaDgluMdapDala_c + anhm_c
AM4PCP	Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	anhm4p_c + h2o_c <-> ala__D_c + anhm3p_c
AMALT3	Amylomaltase (maltopentaose)	malt_c + maltpt_c <-> glc__D_c + malthx_c
AMANAPEr	N-acetylmannosamine 6-phosphate epimerase	acmanap_c <-> acgam6p_c
AMANK	N-acetyl-D-mannosamine kinase	acmana_c + atp_c <-> acmanap_c + adp_c + h_c
AMAOTr	Adenosylmethionine-8-amino-7-oxononanoate transaminase	8aonn_c + amet_c <-> amob_c + dann_c
AMPMS2	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	air_c + h2o_c + nad_c <-> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c
AMPN	AMP nucleosidase	amp_c + h2o_c <-> ade_c + r5p_c
AMPtex	AMP transport via diffusion (extracellular to periplasm)	amp_e <-> amp_p
ANHGMtex	GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm)	anhgm_e <-> anhgm_p
ANPRT	Anthranilate phosphoribosyltransferase	anth_c + prpp_c <-> ppi_c + pran_c
AP4AS	Ap4A synthetase	2.0 atp_c + h_c <-> ap4a_c + ppi_c
AP5AH	Ap5A hydrolase	ap5a_c + h2o_c <-> adp_c + atp_c + 2.0 h_c
APG3PAT140	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)	glyc3p_c + ttdcap_c <-> 1tdecg3p_c + h_c + pi_c
APG3PAT141	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)	glyc3p_c + ttdceap_c <-> 1tdec7eg3p_c + h_c + pi_c
APG3PAT161	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)	glyc3p_c + hdceap_c <-> 1hdec9eg3p_c + h_c + pi_c
APH140	Acylphosphatase (C14:0)	h2o_c + ttdcap_c <-> 2.0 h_c + pi_c + ttdca_c
APH141	Acylphosphatase (C14:1)	h2o_c + ttdceap_c <-> 2.0 h_c + pi_c + ttdcea_c
APH160	Acylphosphatase (C16:0)	h2o_c + hdcap_c <-> 2.0 h_c + hdca_c + pi_c
APH161	Acylphosphatase (C16:1)	h2o_c + hdceap_c <-> 2.0 h_c + hdcea_c + pi_c
ARAI	L-arabinose isomerase	arab__L_c <-> rbl__L_c
ARBTNR1	Aerobactin reductase	2.0 arbtn_fe3_c + fadh2_c <-> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c
ARBTNexs	Aerobactin Fe-loading reaction (spontaneous)	arbtn_e + fe3_e <-> arbtn_fe3_e
ARBTNtpp	Aerobactin secretion (to periplasm)	arbtn_c + h_p <-> h_c + arbtn_p
ARBabcpp	L-arabinose transport via ABC system (periplasm)	atp_c + h2o_c + arab__L_p <-> adp_c + arab__L_c + h_c + pi_c
ARBtex	L-arabinose transport via diffusion (extracellular to periplasm)	arab__L_e <-> arab__L_p
ARGAGMt7pp	Arginine/agmatine antiport (periplasm)	agm_c + arg__L_p <-> arg__L_c + agm_p
ARGDC	Arginine decarboxylase	arg__L_c + h_c <-> agm_c + co2_c
ARGDCpp	Arginine decarboxylase	arg__L_p + h_p <-> agm_p + co2_p
ARGSS	Argininosuccinate synthase	asp__L_c + atp_c + citr__L_c <-> amp_c + argsuc_c + h_c + ppi_c
ARGTRS	Arginyl-tRNA synthetase	arg__L_c + atp_c + trnaarg_c <-> amp_c + argtrna_c + ppi_c
ARGt3pp	L-arginine transport out via proton antiport (cytoplasm to periplasm)	arg__L_c + h_p <-> h_c + arg__L_p
ARGtex	L-arginine transport via diffusion (extracellular to periplasm)	arg__L_e <-> arg__L_p
ASAD	Aspartate-semialdehyde dehydrogenase	aspsa_c + nadp_c + pi_c <-> 4pasp_c + h_c + nadph_c
ASCBPL	L-ascorbate 6-phosphate lactonase	ascb6p_c + h2o_c <-> 3dhgulnp_c + h_c
ASCBtex	L-ascorbate transport via diffusion (extracellular to periplasm)	ascb__L_e <-> ascb__L_p
ASNN	L-asparaginase	asn__L_c + h2o_c <-> asp__L_c + nh4_c
ASNS2	Asparagine synthetase	asp__L_c + atp_c + nh4_c <-> amp_c + asn__L_c + h_c + ppi_c
ASNabcpp	L-asparagine transport via ABC system (periplasm)	atp_c + h2o_c + asn__L_p <-> adp_c + asn__L_c + h_c + pi_c
ASNt2rpp	L-asparagine reversible transport via proton symport (periplasm)	asn__L_p + h_p <-> asn__L_c + h_c
ASNtex	L-asparagine transport via diffusion (extracellular to periplasm)	asn__L_e <-> asn__L_p
ASPO3	L-aspartate oxidase	asp__L_c + q8_c <-> h_c + iasp_c + q8h2_c
ASPO4	L-aspartate oxidase	asp__L_c + mqn8_c <-> h_c + iasp_c + mql8_c
ASPT	L-aspartase	asp__L_c <-> fum_c + nh4_c
ASPTA	Aspartate transaminase	akg_c + asp__L_c <-> glu__L_c + oaa_c
ASPTRS	Aspartyl-tRNA synthetase	asp__L_c + atp_c + trnaasp_c <-> amp_c + asptrna_c + ppi_c
ASPabcpp	L-aspartate transport via ABC system (periplasm)	atp_c + h2o_c + asp__L_p <-> adp_c + asp__L_c + h_c + pi_c
ASPt2_2pp	Aspartate transport via proton symport (2 H) (periplasm)	asp__L_p + 2.0 h_p <-> asp__L_c + 2.0 h_c
ASPtex	L-aspartate transport via diffusion (extracellular to periplasm)	asp__L_e <-> asp__L_p
AST	Arginine succinyltransferase	arg__L_c + succoa_c <-> coa_c + h_c + sucarg_c
ATHRDHr	L-allo-threonine dehydrogenase	athr__L_c + nadp_c <-> 2aobut_c + h_c + nadph_c
ATPHs	ATP amine hydrolysis (spontaneous)	atp_c + h_c + h2o_c <-> itp_c + nh4_c
ATPM	ATP maintenance requirement	atp_c + h2o_c <-> adp_c + h_c + pi_c
ATPS4rpp	ATP synthase (four protons for one ATP) (periplasm)	adp_c + pi_c + 4.0 h_p <-> atp_c + 3.0 h_c + h2o_c
BALAt2pp	Beta-alanine transport in via proton symport (periplasm)	ala_B_p + h_p <-> ala_B_c + h_c
BETALDHx	Betaine-aldehyde dehydrogenase	betald_c + h2o_c + nad_c <-> glyb_c + 2.0 h_c + nadh_c
BMOCOS	Bis-molybdenum cofactor synthase	moco_c + mptamp_c <-> amp_c + bmoco_c + cu2_c
BUTCT	Acetyl-CoA:butyrate-CoA transferase	accoa_c + but_c <-> ac_c + btcoa_c
BUTSO3abcpp	Butanesulfonate transport via ABC system (periplasm)	atp_c + h2o_c + butso3_p <-> adp_c + butso3_c + h_c + pi_c
BUTt2rpp	Butyrate transport via proton symport, reversible (periplasm)	but_p + h_p <-> but_c + h_c
BUTtex	Butyrate transport via diffusion (extracellular to periplasm)	but_e <-> but_p
BWCOGDS1	Tungsten bispterin guanine dinucleotide synthase (single GDP)	bwco_c + gtp_c + h_c <-> bwco1gdp_c + ppi_c
BWCOS	Tungsten bispterin cofactor synthase	mptamp_c + wco_c <-> amp_c + bwco_c + cu2_c
CA2t3pp	Calcium (Ca+2) transport out via proton antiport (periplasm)	ca2_c + h_p <-> h_c + ca2_p
CA2tex	Calcium (Ca+2) transport via diffusion (extracellular to periplasm)	ca2_e <-> ca2_p
CBItonex	Cobinamide transport via ton system (extermal)	cbi_e + h_p <-> h_c + cbi_p
CBIuabcpp	Cobinamide transport via ABC system (uptake, periplasm)	atp_c + h2o_c + cbi_p <-> adp_c + cbi_c + h_c + pi_c
CBL1abcpp	Cob(1)alamin transport via ABC system (periplasm)	atp_c + h2o_c + cbl1_p <-> adp_c + cbl1_c + h_c + pi_c
CBMKr	Carbamate kinase	atp_c + co2_c + nh4_c <-> adp_c + cbp_c + 2.0 h_c
CBPS	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	2.0 atp_c + gln__L_c + h2o_c + hco3_c <-> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c
CCGS	7-cyano-7-carbaguanine synthase	atp_c + cdg_c + nh4_c <-> adp_c + h_c + h2o_c + pi_c + preq0_c
CD2abcpp	Cadmium (Cd+2) ABC transporter (periplasm)	atp_c + cd2_c + h2o_c <-> adp_c + h_c + pi_c + cd2_p
CD2t3pp	Cadmium (Cd+2) transport out via proton antiport (periplasm)	cd2_c + h_p <-> h_c + cd2_p
CDAPPA140	CDP-Diacylglycerol pyrophostatase (n-C14:0)	cdpdtdecg_c + h2o_c <-> cmp_c + 2.0 h_c + pa140_c
CDAPPA141	CDP-Diacylglycerol pyrophostatase (n-C14:1)	cdpdtdec7eg_c + h2o_c <-> cmp_c + 2.0 h_c + pa141_c
CDAPPA180	CDP-Diacylglycerol pyrophostatase (n-C18:0)	cdpdodecg_c + h2o_c <-> cmp_c + 2.0 h_c + pa180_c
CDGR	7-cyano-7-deazaguanine reductase	3.0 h_c + 2.0 nadph_c + preq0_c <-> 2.0 nadp_c + preq1_c
CDPMEK	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	4c2me_c + atp_c <-> 2p4c2me_c + adp_c + h_c
CFAS160E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)	2.0 amet_c + pe161_c <-> 2.0 ahcys_c + cpe160_c + 2.0 h_c
CFAS180E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)	2.0 amet_c + pe181_c <-> 2.0 ahcys_c + cpe180_c + 2.0 h_c
CGLYabcpp	L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)	atp_c + h2o_c + cgly_p <-> adp_c + cgly_c + h_c + pi_c
CGLYtex	L-Cysteinylglycine transport via diffusion (extracellular to periplasm)	cgly_e <-> cgly_p
CHLt2pp	Choline transport via proton symport (periplasm)	chol_p + h_p <-> chol_c + h_c
CHORM	Chorismate mutase	chor_c <-> pphn_c
CHRPL	Chorismate pyruvate lyase	chor_c <-> 4hbz_c + pyr_c
CHTBSptspp	Chitobiose transport via PEP:Pyr PTS (periplasm)	pep_c + chtbs_p <-> chtbs6p_c + pyr_c
CHTBStex	Chitobiose transport via diffusion (extracellular to periplasm)	chtbs_e <-> chtbs_p
CINNDO	Cinnamate dioxygenase	cinnm_c + h_c + nadh_c + o2_c <-> cenchddd_c + nad_c
CITL	Citrate lyase	cit_c <-> ac_c + oaa_c
CITtex	Citrate transport via diffusion (extracellular to periplasm)	cit_e <-> cit_p
CLIPAabctex	Cold lipid A transport via ABC system (periplasm to extracellular)	atp_c + h2o_c + lipa_cold_p <-> adp_c + h_c + pi_c + lipa_cold_e
CLPNH140pp	Cardiolipin hydrolase (periplasm, n-C14:0)	clpn140_p + h2o_p <-> h_p + pa140_p + pg140_p
CLPNH160pp	Cardiolipin hydrolase (periplasm, n-C16:0)	clpn160_p + h2o_p <-> h_p + pa160_p + pg160_p
CLPNH161pp	Cardiolipin hydrolase (periplasm, n-C16:1)	clpn161_p + h2o_p <-> h_p + pa161_p + pg161_p
CLPNH181pp	Cardiolipin hydrolase (periplasm, n-C18:1)	clpn181_p + h2o_p <-> h_p + pa181_p + pg181_p
CLPNS141pp	Cardiolipin synthase (periplasmic, n-C14:1)	2.0 pg141_p <-> clpn141_p + glyc_p
CLPNS160pp	Cardiolipin synthase (periplasmic, n-C16:0)	2.0 pg160_p <-> clpn160_p + glyc_p
CLPNS180pp	Cardiolipin synthase (periplasmic, n-C18:0)	2.0 pg180_p <-> clpn180_p + glyc_p
CLt3_2pp	Chloride transport out via proton antiport (2:1) (periplasm)	h_c + 2.0 cl_p <-> 2.0 cl_c + h_p
CLtex	Chloride (Cl-1) transport via diffusion (extracellular to periplasm)	cl_e <-> cl_p
CMPN	CMP nucleosidase	cmp_c + h2o_c <-> csn_c + r5p_c
CO2tex	CO2 transport via diffusion (extracellular to periplasm)	co2_e <-> co2_p
CO2tpp	CO2 transporter via diffusion (periplasm)	co2_p <-> co2_c
COBALT2abcpp	Cobalt (Co+2) ABC transporter (periplasm)	atp_c + cobalt2_c + h2o_c <-> adp_c + h_c + pi_c + cobalt2_p
COLIPAPabctex	Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)	atp_c + h2o_c + colipap_p <-> adp_c + h_c + pi_c + colipap_e
COLIPAabcpp	Core oligosaccharide lipid A transport via ABC system (periplasm)	atp_c + colipa_c + h2o_c <-> adp_c + h_c + pi_c + colipa_p
COLIPAabctex	Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	atp_c + h2o_c + colipa_p <-> adp_c + h_c + pi_c + colipa_e
CPGNR1	Coprogen(Fe(III)) reductase	2.0 cpgn_c + fadh2_c <-> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c
CPGNR2	Coprogen(Fe(III)) reductase	2.0 cpgn_c + fmnh2_c <-> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c
CPGNUtpp	Coprogen unloaded secretion	cpgn_un_c + h_p <-> h_c + cpgn_un_p
CPGNabcpp	Coprogen transport via ABC system (periplasm)	atp_c + h2o_c + cpgn_p <-> adp_c + cpgn_c + h_c + pi_c
CPMPS	Cyclic pyranopterin monophosphate synthase	gtp_c + h2o_c <-> cpmp_c + ppi_c
CRNBTCT	Gamma-butyrobetainyl-CoA: carnitine CoA transferase	bbtcoa_c + crn_c <-> crncoa_c + gbbtn_c
CRNDCAL2	D-Carnitine-CoA Ligase	atp_c + coa_c + crn__D_c <-> adp_c + crnDcoa_c + pi_c
CRNDabcpp	D-carnitine transport via ABC system (periplasm)	atp_c + h2o_c + crn__D_p <-> adp_c + crn__D_c + h_c + pi_c
CRNt2rpp	L-carnitine outward transport (H+ antiport)	crn_p + h_p <-> crn_c + h_c
CRNt8pp	L-carnitine/D-carnitine antiporter (periplasm)	crn__D_c + crn_p <-> crn_c + crn__D_p
CRNtex	L-carnitine transport via diffusion (extracellular to periplasm)	crn_e <-> crn_p
CS	Citrate synthase	accoa_c + h2o_c + oaa_c <-> cit_c + coa_c + h_c
CSND	Cytosine deaminase	csn_c + h_c + h2o_c <-> nh4_c + ura_c
CSNt2pp	Cytosine transport in via proton symport (periplasm)	csn_p + h_p <-> csn_c + h_c
CTBTabcpp	Crotonobetaine transport via ABC system (periplasm)	atp_c + h2o_c + ctbt_p <-> adp_c + ctbt_c + h_c + pi_c
CTBTt2rpp	Cronobetaine outward transport (H+ antiport)	ctbt_p + h_p <-> ctbt_c + h_c
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	tdecoa_c <-> td2coa_c
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	hdcoa_c <-> hdd2coa_c
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	odecoa_c <-> od2coa_c
CU1Opp	Cuprous Oxidase (Cu+1)	4.0 cu_p + 4.0 h_p + o2_p <-> 4.0 cu2_p + 2.0 h2o_p
CU2tex	Copper (Cu+2) transport via diffusion (extracellular to periplasm)	cu2_e <-> cu2_p
CU2tpp	Copper transport in via permease (no H+)	cu2_p <-> cu2_c
CYANST	Cyanide sulfurtransferase	cyan_c + tsul_c <-> h_c + so3_c + tcynt_c
CYNTAH	Cyanate aminohydrolase	cynt_c + 3.0 h_c + hco3_c <-> 2.0 co2_c + nh4_c
CYNTtex	Cyanate transport via diffusion (extracellular to periplasm)	cynt_e <-> cynt_p
CYSDabcpp	D-cysteine uptake via ABC system (periplasm)	atp_c + h2o_c + cys__D_p <-> adp_c + cys__D_c + h_c + pi_c
CYSDtex	D-cysteine transport via diffusion (extracellular to periplasm)	cys__D_e <-> cys__D_p
CYSTL	Cystathionine b-lyase	cyst__L_c + h2o_c <-> hcys__L_c + nh4_c + pyr_c
CYSTRS	Cysteinyl-tRNA synthetase	atp_c + cys__L_c + trnacys_c <-> amp_c + cystrna_c + ppi_c
CYSabc2pp	L-cysteine export via ABC system (cytoplasm to periplasm)	atp_c + cys__L_c + h2o_c <-> adp_c + h_c + pi_c + cys__L_p
CYStpp	L-cysteine export via facilitated transport	cys__L_c <-> cys__L_p
CYTD	Cytidine deaminase	cytd_c + h_c + h2o_c <-> nh4_c + uri_c
CYTDt2pp	Cytidine transport in via proton symport (periplasm)	cytd_p + h_p <-> cytd_c + h_c
D_LACt2pp	D-lactate transport via proton symport (periplasm)	h_p + lac__D_p <-> h_c + lac__D_c
D_LACtex	D-lactate transport via diffusion (extracellular to periplasm)	lac__D_e <-> lac__D_p
DADNt2pp	Deoxyadenosine transport in via proton symport (periplasm)	dad_2_p + h_p <-> dad_2_c + h_c
DAGK140	Diacylglycerol kinase (n-C14:0)	12dgr140_c + atp_c <-> adp_c + h_c + pa140_c
DAGK160	Diacylglycerol kinase (n-C16:0)	12dgr160_c + atp_c <-> adp_c + h_c + pa160_c
DALAt2pp	D-alanine transport in via proton symport (periplasm)	ala__D_p + h_p <-> ala__D_c + h_c
DAMPtex	DAMP transport via diffusion (extracellular to periplasm)	damp_e <-> damp_p
DAPDC	Diaminopimelate decarboxylase	26dap__M_c + h_c <-> co2_c + lys__L_c
DAPabcpp	M-diaminopimelic acid ABC transport (periplasm)	atp_c + h2o_c + 26dap__M_p <-> 26dap__M_c + adp_c + h_c + pi_c
DAPtex	1,5-Diaminopentane transport via diffusion (extracellular to periplasm)	15dap_e <-> 15dap_p
DASYN140	CDP-diacylglycerol synthetase (n-C14:0)	ctp_c + h_c + pa140_c <-> cdpdtdecg_c + ppi_c
DASYN161	CDP-diacylglycerol synthetase (n-C16:1)	ctp_c + h_c + pa161_c <-> cdpdhdec9eg_c + ppi_c
DATPHs	DATP amine hydrolysis (spontaneous)	datp_c + h_c + h2o_c <-> ditp_c + nh4_c
DC6PH	Diacetylchitobiose-6-phosphate hydrolase	chtbs6p_c + h2o_c <-> acgam_c + acgam6p_c
DCAtex	Decanoate transport via diffusion (extracellular to periplasm)	dca_e <-> dca_p
DCMPtex	DCMP transport via diffusion (extracellular to periplasm)	dcmp_e <-> dcmp_p
DCTPD	DCTP deaminase	dctp_c + h_c + h2o_c <-> dutp_c + nh4_c
DCYTD	Deoxycytidine deaminase	dcyt_c + h_c + h2o_c <-> duri_c + nh4_c
DCYTt2pp	Deoxycytidine transport in via proton symport (periplasm)	dcyt_p + h_p <-> dcyt_c + h_c
DDCAtexi	Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)	ddca_e <-> ddca_p
DDGLCNt2rpp	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)	2ddglcn_p + h_p <-> 2ddglcn_c + h_c
DDGLCNtex	2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)	2ddglcn_e <-> 2ddglcn_p
DDGLK	2-dehydro-3-deoxygluconokinase	2ddglcn_c + atp_c <-> 2ddg6p_c + adp_c + h_c
DGK1	Deoxyguanylate kinase (dGMP:ATP)	atp_c + dgmp_c <-> adp_c + dgdp_c
DGMPtex	DGMP transport via diffusion (extracellular to periplasm)	dgmp_e <-> dgmp_p
DHACOAH	2,3-dehydroadipyl-CoA hydratase	23dhacoa_c + h2o_c <-> 3hadpcoa_c
DHAD1	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	23dhmb_c <-> 3mob_c + h2o_c
DHAtex	Dihydroxyacetone transport via diffusion (extracellular to periplasm)	dha_e <-> dha_p
DHBD	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	23ddhb_c + nad_c <-> 23dhb_c + h_c + nadh_c
DHCIND	2,3-dihydroxycinnamate dehydrogenase	cenchddd_c + nad_c <-> dhcinnm_c + h_c + nadh_c
DHCINDO	2,3-dihydroxycinnamate 1,2-dioxygenase	dhcinnm_c + o2_c <-> h_c + hkntd_c
DHFR	Dihydrofolate reductase	dhf_c + h_c + nadph_c <-> nadp_c + thf_c
DHFS	Dihydrofolate synthase	atp_c + dhpt_c + glu__L_c <-> adp_c + dhf_c + h_c + pi_c
DHNAOT4	1,4-dihydroxy-2-naphthoate octaprenyltransferase	dhna_c + h_c + octdp_c <-> 2dmmql8_c + co2_c + ppi_c
DHNCOAT	1,4-dihydroxy-2-napthoyl-CoA thioesterase	14dhncoa_c + h2o_c <-> coa_c + dhna_c + h_c
DHNPTE	Dihydroneopterin epimerase	dhnpt_c <-> dhmpt_c
DHORD2	Dihydoorotic acid dehydrogenase (quinone8)	dhor__S_c + q8_c <-> orot_c + q8h2_c
DHPPDA2	Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	25drapp_c + h_c + h2o_c <-> 5apru_c + nh4_c
DHPTDNR	Dihydropteridine reductase	dhptdn_c + 3.0 h_c + nadph_c <-> nadp_c + thptdn_c
DHPTPE	Dihydroneopterin triphosphate 2'-epimerase	ahdt_c <-> dhmptp_c
DHQS	3-dehydroquinate synthase	2dda7p_c <-> 3dhq_c + pi_c
DKGLCNR1	2,5-diketo-D-gluconate reductase	25dkglcn_c + h_c + nadph_c <-> 2dhguln_c + nadp_c
DKGLCNR2x	2,5-diketo-D-gluconate reductase (NADH)	25dkglcn_c + h_c + nadh_c <-> 5dglcn_c + nad_c
DKGLCNR2y	2,5-diketo-D-gluconate reductase (NADPH)	25dkglcn_c + h_c + nadph_c <-> 5dglcn_c + nadp_c
DMATT	Dimethylallyltranstransferase	dmpp_c + ipdp_c <-> grdp_c + ppi_c
DMSOR1	Dimethyl sulfoxide reductase (Menaquinol 8)	dmso_c + mql8_c <-> dms_c + h2o_c + mqn8_c
DMSOR1pp	Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)	mql8_c + dmso_p <-> mqn8_c + dms_p + h2o_p
DMSOR2	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	2dmmql8_c + dmso_c <-> 2dmmq8_c + dms_c + h2o_c
DMSOR2pp	Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)	2dmmql8_c + dmso_p <-> 2dmmq8_c + dms_p + h2o_p
DMSOtex	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	dmso_e <-> dmso_p
DOXRBCNtpp	Doxorubicin transport via TolC system	doxrbcn_p + h_p <-> h_c + doxrbcn_e
DPR	2-dehydropantoate 2-reductase	2dhp_c + h_c + nadph_c <-> nadp_c + pant__R_c
DSBAO1	DsbA protein reoxidation reaction (aerobic)	q8_c + dsbard_p <-> q8h2_c + dsbaox_p
DSBAO2	DsbA protein reoxidation reaction (anaerobic)	mqn8_c + dsbard_p <-> mql8_c + dsbaox_p
DSBGGT	DsbG:glutathione thiotransferase	dsbgox_p + 2.0 gthrd_p <-> dsbgrd_p + gthox_p
DSERDHr	D-serine dehydrogenase	nadp_c + ser__D_c <-> 2amsa_c + h_c + nadph_c
DTMPK	DTMP kinase	atp_c + dtmp_c <-> adp_c + dtdp_c
DTMPtex	DTMP transport via diffusion (extracellular to periplasm)	dtmp_e <-> dtmp_p
DURIK1	Deoxyuridine kinase (ATP:Deoxyuridine)	atp_c + duri_c <-> adp_c + dump_c + h_c
DURIt2pp	Deoxyuridine transport in via proton symport (periplasm)	duri_p + h_p <-> duri_c + h_c
DURItex	Deoxyuridine transport via diffusion (extracellular to periplasm)	duri_e <-> duri_p
DUTPDP	DUTP diphosphatase	dutp_c + h2o_c <-> dump_c + h_c + ppi_c
DXPRIi	1-deoxy-D-xylulose reductoisomerase	dxyl5p_c + h_c + nadph_c <-> 2me4p_c + nadp_c
E4PD	Erythrose 4-phosphate dehydrogenase	e4p_c + h2o_c + nad_c <-> 4per_c + 2.0 h_c + nadh_c
EAR100x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	h_c + nadh_c + tdec2eACP_c <-> dcaACP_c + nad_c
EAR100y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	h_c + nadph_c + tdec2eACP_c <-> dcaACP_c + nadp_c
EAR120y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	h_c + nadph_c + tddec2eACP_c <-> ddcaACP_c + nadp_c
EAR140y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)	h_c + nadph_c + tmrs2eACP_c <-> myrsACP_c + nadp_c
EAR141x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	h_c + nadh_c + t3c7mrseACP_c <-> nad_c + tdeACP_c
EAR161x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	h_c + nadh_c + t3c9palmeACP_c <-> hdeACP_c + nad_c
EAR161y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	h_c + nadph_c + t3c9palmeACP_c <-> hdeACP_c + nadp_c
EAR180x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	h_c + nadh_c + toctd2eACP_c <-> nad_c + ocdcaACP_c
EAR180y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	h_c + nadph_c + toctd2eACP_c <-> nadp_c + ocdcaACP_c
