KO_ID	KO_NAME	ALL_KO_NAMES
K00303	soxB	soxB|sarcosine oxidase, subunit beta [EC:1.5.3.1]|
K00304	soxD	soxD|sarcosine oxidase, subunit delta [EC:1.5.3.1]|
K00305	soxG	soxG|sarcosine oxidase, subunit gamma [EC:1.5.3.1]|
K00306	PIPOX	PIPOX|sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]|
K00307	BBE1	BBE1|reticuline oxidase [EC:1.21.3.3]|
K00308	PAOX	PAOX|N1-acetylpolyamine oxidase [EC:1.5.3.13]|
K00309	dmg	dmg|dimethylglycine oxidase [EC:1.5.3.10]|
K00310	SE	SE|pyrimidodiazepine synthase [EC:1.5.4.1]|
K00311	ETFDH	ETFDH|electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]|
K00312	WNT3	WNT3|wingless-type MMTV integration site family, member 3|
K00313	fixC	fixC|electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]|
K00314	SARDH	SARDH|sarcosine dehydrogenase [EC:1.5.8.3]|
K00315	DMGDH	DMGDH|dimethylglycine dehydrogenase [EC:1.5.8.4]|
K00316	spdH	spdH|spermidine dehydrogenase [EC:1.5.99.6]|
K00317	dmd-tmd	dmd-tmd|dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]|
K00318	PRODH, fadM, putB	PRODH, fadM, putB|proline dehydrogenase [EC:1.5.5.2]|
K00319	mtd	mtd|methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]|
K00320	mer	mer|5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]|
K00322	sthA, udhA	sthA, udhA|NAD(P) transhydrogenase [EC:1.6.1.1]|
K00323	NNT	NNT|H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]|
K00324	pntA	pntA|H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]|
K00325	pntB	pntB|H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]|
K00326	E1.6.2.2	E1.6.2.2|cytochrome-b5 reductase [EC:1.6.2.2]|
K00327	POR	POR|NADPH-ferrihemoprotein reductase [EC:1.6.2.4]|
K00330	nuoA	nuoA|NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]|
K00331	nuoB	nuoB|NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]|
K00332	nuoC	nuoC|NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]|
K00333	nuoD	nuoD|NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]|
K00334	nuoE	nuoE|NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]|
K00335	nuoF	nuoF|NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]|
K00336	nuoG	nuoG|NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]|
K00337	nuoH	nuoH|NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]|
K00338	nuoI	nuoI|NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]|
K00339	nuoJ	nuoJ|NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]|
K00340	nuoK	nuoK|NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]|
K00341	nuoL	nuoL|NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]|
K00342	nuoM	nuoM|NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]|
K00343	nuoN	nuoN|NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]|
K00344	qor, CRYZ	qor, CRYZ|NADPH:quinone reductase [EC:1.6.5.5]|
K00345	ndhS	ndhS|NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:1.6.5.-]|
K00346	nqrA	nqrA|Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]|
K00347	nqrB	nqrB|Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]|
K00348	nqrC	nqrC|Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]|
K00349	nqrD	nqrD|Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]|
K00350	nqrE	nqrE|Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]|
K00351	nqrF	nqrF|Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]|
K00354	E1.6.99.1	E1.6.99.1|NADPH2 dehydrogenase [EC:1.6.99.1]|
K00355	NQO1	NQO1|NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]|
K00357	QDPR	QDPR|dihydropteridine reductase [EC:1.5.1.34]|
K00359	qorA	qorA|NADPH:quinone reductase [EC:1.6.5.5]|
K00360	nasB	nasB|assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]|
K00362	nirB	nirB|nitrite reductase (NADH) large subunit [EC:1.7.1.15]|
K00363	nirD	nirD|nitrite reductase (NADH) small subunit [EC:1.7.1.15]|
K00364	E1.7.1.7, guaC	E1.7.1.7, guaC|GMP reductase [EC:1.7.1.7]|
K00365	uaZ	uaZ|urate oxidase [EC:1.7.3.3]|
K00366	nirA	nirA|ferredoxin-nitrite reductase [EC:1.7.7.1]|
K00367	narB	narB|ferredoxin-nitrate reductase [EC:1.7.7.2]|
K00368	nirK	nirK|nitrite reductase (NO-forming) [EC:1.7.2.1]|
K00370	narG, narZ, nxrA	narG, narZ, nxrA|nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]|
K00371	narH, narY, nxrB	narH, narY, nxrB|nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]|
K00372	nasA	nasA|assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]|
K00373	narJ, narW	narJ, narW|nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW|
K00374	narI, narV	narI, narV|nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]|
K00375	K00375	K00375|GntR family transcriptional regulator / MocR family aminotransferase|
K00376	nosZ	nosZ|nitrous-oxide reductase [EC:1.7.2.4]|
K00380	cysJ	cysJ|sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]|
K00381	cysI	cysI|sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]|
K00382	DLD, lpd, pdhD	DLD, lpd, pdhD|dihydrolipoamide dehydrogenase [EC:1.8.1.4]|
K00383	GSR, gor	GSR, gor|glutathione reductase (NADPH) [EC:1.8.1.7]|
K00384	trxB, TRR	trxB, TRR|thioredoxin reductase (NADPH) [EC:1.8.1.9]|
K00385	asrC	asrC|anaerobic sulfite reductase subunit C|
K00386	sorB	sorB|sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]|
K00387	SUOX	SUOX|sulfite oxidase [EC:1.8.3.1]|
K00389	yidH	yidH|putative membrane protein|
K00390	cysH	cysH|phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]|
K00392	sir	sir|sulfite reductase (ferredoxin) [EC:1.8.7.1]|
K00394	aprA	aprA|adenylylsulfate reductase, subunit A [EC:1.8.99.2]|
K00395	aprB	aprB|adenylylsulfate reductase, subunit B [EC:1.8.99.2]|
K00399	mcrA	mcrA|methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]|
K00400	K00400	K00400|methyl coenzyme M reductase system, component A2|
K00401	mcrB	mcrB|methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]|
K00402	mcrG	mcrG|methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]|
K00404	ccoN	ccoN|cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]|
K00405	ccoO	ccoO|cytochrome c oxidase cbb3-type subunit II|
K00406	ccoP	ccoP|cytochrome c oxidase cbb3-type subunit III|
K00407	ccoQ	ccoQ|cytochrome c oxidase cbb3-type subunit IV|
K00408	WNT4	WNT4|wingless-type MMTV integration site family, member 4|
K00410	fbcH	fbcH|ubiquinol-cytochrome c reductase cytochrome b/c1 subunit|
K00411	UQCRFS1, RIP1, petA	UQCRFS1, RIP1, petA|ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]|
K00412	CYTB, petB	CYTB, petB|ubiquinol-cytochrome c reductase cytochrome b subunit|
K00413	CYC1, CYT1, petC	CYC1, CYT1, petC|ubiquinol-cytochrome c reductase cytochrome c1 subunit|
K00414	QCR1, UQCRC1	QCR1, UQCRC1|ubiquinol-cytochrome c reductase core subunit 1|
K00415	QCR2, UQCRC2	QCR2, UQCRC2|ubiquinol-cytochrome c reductase core subunit 2|
K00416	QCR6, UQCRH	QCR6, UQCRH|ubiquinol-cytochrome c reductase subunit 6|
K00417	QCR7, UQCRB	QCR7, UQCRB|ubiquinol-cytochrome c reductase subunit 7|
K00418	QCR8, UQCRQ	QCR8, UQCRQ|ubiquinol-cytochrome c reductase subunit 8|
K00419	QCR9, UCRC	QCR9, UCRC|ubiquinol-cytochrome c reductase subunit 9|
K00420	QCR10, UQCR	QCR10, UQCR|ubiquinol-cytochrome c reductase subunit 10|
K00422	E1.10.3.1	E1.10.3.1|polyphenol oxidase [EC:1.10.3.1]|
K00423	E1.10.3.3	E1.10.3.3|L-ascorbate oxidase [EC:1.10.3.3]|
K00424	cydX	cydX|cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]|
K00425	cydA	cydA|cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]|
K00426	cydB	cydB|cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]|
K00427	lldP, lctP	lldP, lctP|L-lactate permease|
K00428	E1.11.1.5	E1.11.1.5|cytochrome c peroxidase [EC:1.11.1.5]|
K00430	E1.11.1.7	E1.11.1.7|peroxidase [EC:1.11.1.7]|
K00431	TPO	TPO|thyroid peroxidase [EC:1.11.1.8]|
K00432	gpx, btuE, bsaA	gpx, btuE, bsaA|glutathione peroxidase [EC:1.11.1.9]|
K00433	cpo	cpo|non-heme chloroperoxidase [EC:1.11.1.10]|
K00434	E1.11.1.11	E1.11.1.11|L-ascorbate peroxidase [EC:1.11.1.11]|
K00435	hemQ	hemQ|hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]|
K00436	hoxH	hoxH|NAD-reducing hydrogenase large subunit [EC:1.12.1.2]|
K00437	hydB	hydB|[NiFe] hydrogenase large subunit [EC:1.12.2.1]|
K00440	frhA	frhA|coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]|
K00441	frhB	frhB|coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]|
K00442	frhD	frhD|coenzyme F420 hydrogenase subunit delta|
K00443	frhG	frhG|coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]|
K00444	WNT5	WNT5|wingless-type MMTV integration site family, member 5|
K00445	WNT6	WNT6|wingless-type MMTV integration site family, member 6|
K00446	dmpB, xylE	dmpB, xylE|catechol 2,3-dioxygenase [EC:1.13.11.2]|
K00448	pcaG	pcaG|protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]|
K00449	pcaH	pcaH|protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]|
K00450	E1.13.11.4	E1.13.11.4|gentisate 1,2-dioxygenase [EC:1.13.11.4]|
K00451	HGD, hmgA	HGD, hmgA|homogentisate 1,2-dioxygenase [EC:1.13.11.5]|
K00452	HAAO	HAAO|3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]|
K00453	TDO2, kynA	TDO2, kynA|tryptophan 2,3-dioxygenase [EC:1.13.11.11]|
K00454	LOX2S	LOX2S|lipoxygenase [EC:1.13.11.12]|
K00455	hpaD, hpcB	hpaD, hpcB|3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]|
K00456	CDO1	CDO1|cysteine dioxygenase [EC:1.13.11.20]|
K00457	HPD, hppD	HPD, hppD|4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]|
K00458	ALOX12	ALOX12|arachidonate 12-lipoxygenase [EC:1.13.11.31]|
K00459	ncd2, npd	ncd2, npd|nitronate monooxygenase [EC:1.13.12.16]|
K00460	ALOX15	ALOX15|arachidonate 15-lipoxygenase [EC:1.13.11.33]|
K00461	ALOX5	ALOX5|arachidonate 5-lipoxygenase [EC:1.13.11.34]|
K00462	bphC	bphC|biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39]|
K00463	IDO, INDO	IDO, INDO|indoleamine 2,3-dioxygenase [EC:1.13.11.52]|
K00464	diox1	diox1|all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]|
K00465	CCD1	CCD1|carotenoid 9,10(9',10')-cleavage dioxygenase 1 [EC:1.13.11.-]|
K00466	iaaM	iaaM|tryptophan 2-monooxygenase [EC:1.13.12.3]|
K00467	E1.13.12.4	E1.13.12.4|lactate 2-monooxygenase [EC:1.13.12.4]|
K00468	davB	davB|lysine 2-monooxygenase [EC:1.13.12.2]|
K00469	MIOX	MIOX|inositol oxygenase [EC:1.13.99.1]|
K00471	E1.14.11.1	E1.14.11.1|gamma-butyrobetaine dioxygenase [EC:1.14.11.1]|
K00472	P4HA	P4HA|prolyl 4-hydroxylase [EC:1.14.11.2]|
K00473	PLOD1	PLOD1|procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]|
K00474	TMLHE	TMLHE|trimethyllysine dioxygenase [EC:1.14.11.8]|
K00475	F3H	F3H|naringenin 3-dioxygenase [EC:1.14.11.9]|
K00476	ASPH	ASPH|aspartate beta-hydroxylase [EC:1.14.11.16]|
K00477	PHYH	PHYH|phytanoyl-CoA hydroxylase [EC:1.14.11.18]|
K00478	HR	HR|[histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]|
K00479	gbcA	gbcA|glycine betaine catabolism A|
K00480	E1.14.13.1	E1.14.13.1|salicylate hydroxylase [EC:1.14.13.1]|
K00481	pobA	pobA|p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]|
K00483	hpaB	hpaB|4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]|
K00484	hpaC	hpaC|flavin reductase (NADH) [EC:1.5.1.36]|
K00485	FMO	FMO|dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]|
K00486	KMO	KMO|kynurenine 3-monooxygenase [EC:1.14.13.9]|
K00487	CYP73A	CYP73A|trans-cinnamate 4-monooxygenase [EC:1.14.14.91]|
K00488	CYP27A1	CYP27A1|cholestanetriol 26-monooxygenase [EC:1.14.15.15]|
K00489	CYP7A1	CYP7A1|cholesterol 7alpha-monooxygenase [EC:1.14.14.23]|
K00490	CYP4F	CYP4F|cytochrome P450 family 4 subfamily F [EC:1.14.14.1]|
K00491	nos	nos|nitric-oxide synthase, bacterial [EC:1.14.14.47]|
K00492	tmuM	tmuM|1,3,7-trimethyluric acid 5-monooxygenase [EC:1.14.13.212]|
K00493	XANG	XANG|xanthocillin biosynthesis cytochrome P450 monooxygenase [EC:1.14.-.-]|
K00494	luxA	luxA|alkanal monooxygenase alpha chain [EC:1.14.14.3]|
K00495	CYP71AN24	CYP71AN24|phenylacetaldehyde oxime monooxygenase [EC:1.14.14.44]|
K00496	alkB1_2, alkM	alkB1_2, alkM|alkane 1-monooxygenase [EC:1.14.15.3]|
K00497	CYP11B1	CYP11B1|steroid 11beta-monooxygenase [EC:1.14.15.4]|
K00498	CYP11A	CYP11A|cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6]|
K00499	CMO	CMO|choline monooxygenase [EC:1.14.15.7]|
K00500	phhA, PAH	phhA, PAH|phenylalanine-4-hydroxylase [EC:1.14.16.1]|
K00501	TH	TH|tyrosine 3-monooxygenase [EC:1.14.16.2]|
K00502	TPH1_2	TPH1_2|tryptophan 5-monooxygenase [EC:1.14.16.4]|
K00503	DBH	DBH|dopamine beta-monooxygenase [EC:1.14.17.1]|
K00504	PHM	PHM|peptidylglycine monooxygenase [EC:1.14.17.3]|
K00505	TYR	TYR|tyrosinase [EC:1.14.18.1]|
K00506	TYRP1	TYRP1|tyrosinase-related protein 1 [EC:1.14.18.-]|
K00507	SCD, desC	SCD, desC|stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]|
K00508	E1.14.19.3	E1.14.19.3|linoleoyl-CoA desaturase [EC:1.14.19.3]|
K00509	PTGS1, COX1	PTGS1, COX1|prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]|
K00510	HMOX1	HMOX1|heme oxygenase 1 [EC:1.14.14.18]|
K00511	SQLE, ERG1	SQLE, ERG1|squalene monooxygenase [EC:1.14.14.17]|
K00512	CYP17A	CYP17A|steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]|
K00513	CYP21A	CYP21A|steroid 21-monooxygenase [EC:1.14.14.16]|
K00514	ZDS, crtQ	ZDS, crtQ|zeta-carotene desaturase [EC:1.3.5.6]|
K00515	BCMO1, BCDO1	BCMO1, BCDO1|beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]|
K00516	E1.14.99.55	E1.14.99.55|lytic starch monooxygenase [EC:1.14.99.55]|
K00517	CYP81F	CYP81F|indol-3-yl-methylglucosinolate hydroxylase [EC:1.14.-.-]|
K00518	sodN	sodN|nickel superoxide dismutase [EC:1.15.1.1]|
K00520	merA	merA|mercuric reductase [EC:1.16.1.1]|
K00521	E1.16.1.7	E1.16.1.7|ferric-chelate reductase [EC:1.16.1.7]|
K00522	FTH1	FTH1|ferritin heavy chain [EC:1.16.3.2]|
K00523	ascD, ddhD, rfbI	ascD, ddhD, rfbI|CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]|
K00524	nrdJ	nrdJ|ribonucleotide reductase, class II [EC:1.17.4.1]|
K00525	E1.17.4.1A, nrdA, nrdE	E1.17.4.1A, nrdA, nrdE|ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]|
K00526	E1.17.4.1B, nrdB, nrdF	E1.17.4.1B, nrdB, nrdF|ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]|
K00527	rtpR	rtpR|ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]|
K00528	fpr	fpr|ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]|
K00529	hcaD	hcaD|3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]|
K00531	anfG	anfG|nitrogenase delta subunit [EC:1.18.6.1]|
K00532	E1.12.7.2	E1.12.7.2|ferredoxin hydrogenase [EC:1.12.7.2]|
K00533	E1.12.7.2L	E1.12.7.2L|ferredoxin hydrogenase large subunit [EC:1.12.7.2]|
K00534	E1.12.7.2S	E1.12.7.2S|ferredoxin hydrogenase small subunit [EC:1.12.7.2]|
K00537	arsC	arsC|arsenate reductase (glutaredoxin) [EC:1.20.4.1]|
K00540	fqr	fqr|F420H(2)-dependent quinone reductase [EC:1.1.98.-]|
K00541	NNMT	NNMT|nicotinamide N-methyltransferase [EC:2.1.1.1]|
K00542	GAMT	GAMT|guanidinoacetate N-methyltransferase [EC:2.1.1.2]|
K00543	ASMT	ASMT|acetylserotonin O-methyltransferase [EC:2.1.1.4]|
K00544	BHMT	BHMT|betaine-homocysteine S-methyltransferase [EC:2.1.1.5]|
K00545	COMT	COMT|catechol O-methyltransferase [EC:2.1.1.6]|
K00546	HNMT	HNMT|histamine N-methyltransferase [EC:2.1.1.8]|
K00547	mmuM, BHMT2	mmuM, BHMT2|homocysteine S-methyltransferase [EC:2.1.1.10]|
K00548	metH, MTR	metH, MTR|5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]|
K00549	metE	metE|5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]|
K00550	PLMT	PLMT|phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71]|
K00551	PEMT	PEMT|phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]|
K00552	GNMT	GNMT|glycine N-methyltransferase [EC:2.1.1.20]|
K00553	PNMT	PNMT|phenylethanolamine N-methyltransferase [EC:2.1.1.28]|
K00554	trmD	trmD|tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]|
K00555	TRMT1, trm1	TRMT1, trm1|tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]|
K00556	trmH	trmH|tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]|
K00557	trmA	trmA|tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]|
K00558	DNMT1, dcm	DNMT1, dcm|DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]|
K00559	SMT1, ERG6	SMT1, ERG6|sterol 24-C-methyltransferase [EC:2.1.1.41]|
K00560	thyA, TYMS	thyA, TYMS|thymidylate synthase [EC:2.1.1.45]|
K00561	ermC, ermA	ermC, ermA|23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]|
K00562	INMT, TEMT	INMT, TEMT|methyltransferase [EC:2.1.1.49 2.1.1.96]|
K00563	rlmA1	rlmA1|23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]|
K00564	rsmC	rsmC|16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]|
K00565	RNMT	RNMT|mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]|
K00566	mnmA, trmU	mnmA, trmU|tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]|
K00567	ogt, MGMT	ogt, MGMT|methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]|
K00568	ubiG	ubiG|2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|
K00569	TPMT, tpmT	TPMT, tpmT|thiopurine S-methyltransferase [EC:2.1.1.67]|
K00570	pmtA	pmtA|phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]|
K00571	E2.1.1.72	E2.1.1.72|site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]|
K00572	WNT7	WNT7|wingless-type MMTV integration site family, member 7|
K00573	E2.1.1.77, pcm	E2.1.1.77, pcm|protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]|
K00574	cfa	cfa|cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]|
K00575	cheR	cheR|chemotaxis protein methyltransferase CheR [EC:2.1.1.80]|
K00577	mtrA	mtrA|tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]|
K00578	mtrB	mtrB|tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]|
K00579	mtrC	mtrC|tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]|
K00580	mtrD	mtrD|tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]|
K00581	mtrE	mtrE|tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]|
K00582	mtrF	mtrF|tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]|
K00583	mtrG	mtrG|tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]|
K00584	mtrH	mtrH|tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]|
K00586	DPH5	DPH5|diphthine methyl ester synthase [EC:2.1.1.314]|
K00587	ICMT, STE14	ICMT, STE14|protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]|
K00588	E2.1.1.104	E2.1.1.104|caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]|
K00589	MET1	MET1|uroporphyrin-III C-methyltransferase [EC:2.1.1.107]|
K00590	E2.1.1.113	E2.1.1.113|site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]|
K00591	COQ3	COQ3|polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]|
K00592	RBCMT	RBCMT|[ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase [EC:2.1.1.127 2.1.1.259]|
K00594	xyoA, aldO	xyoA, aldO|alditol oxidase [EC:1.1.3.41]|
K00595	cobL	cobL|precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]|
K00596	E4.1.1.64	E4.1.1.64|2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]|
K00597	MTRR	MTRR|methionine synthase reductase [EC:1.16.1.8]|
K00598	tam	tam|trans-aconitate 2-methyltransferase [EC:2.1.1.144]|
K00599	METTL6	METTL6|methyltransferase-like protein 6 [EC:2.1.1.-]|
K00600	glyA, SHMT	glyA, SHMT|glycine hydroxymethyltransferase [EC:2.1.2.1]|
K00601	E2.1.2.2	E2.1.2.2|phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]|
K00602	purH	purH|phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]|
K00603	fctD	fctD|glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]|
K00604	MTFMT, fmt	MTFMT, fmt|methionyl-tRNA formyltransferase [EC:2.1.2.9]|
K00605	gcvT, AMT	gcvT, AMT|aminomethyltransferase [EC:2.1.2.10]|
K00606	panB	panB|3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]|
K00608	pyrBI	pyrBI|aspartate carbamoyltransferase [EC:2.1.3.2]|
K00609	pyrB, PYR2	pyrB, PYR2|aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]|
K00610	pyrI	pyrI|aspartate carbamoyltransferase regulatory subunit|
K00611	OTC, argF, argI	OTC, argF, argI|ornithine carbamoyltransferase [EC:2.1.3.3]|
K00612	nodU	nodU|carbamoyltransferase [EC:2.1.3.-]|
K00613	GATM	GATM|glycine amidinotransferase [EC:2.1.4.1]|
K00614	CSKMT, METTL12	CSKMT, METTL12|citrate synthase lysine N-methyltransferase [EC:2.1.1.-]|
K00615	E2.2.1.1, tktA, tktB	E2.2.1.1, tktA, tktB|transketolase [EC:2.2.1.1]|
K00616	E2.2.1.2, talA, talB	E2.2.1.2, talA, talB|transaldolase [EC:2.2.1.2]|
K00618	ARG2	ARG2|amino-acid N-acetyltransferase [EC:2.3.1.1]|
K00619	argA	argA|amino-acid N-acetyltransferase [EC:2.3.1.1]|
K00620	argJ	argJ|glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]|
K00621	GNPNAT1, GNA1	GNPNAT1, GNA1|glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]|
K00622	nat	nat|arylamine N-acetyltransferase [EC:2.3.1.5]|
K00623	CHAT	CHAT|choline O-acetyltransferase [EC:2.3.1.6]|
K00624	E2.3.1.7	E2.3.1.7|carnitine O-acetyltransferase [EC:2.3.1.7]|
K00625	E2.3.1.8, pta	E2.3.1.8, pta|phosphate acetyltransferase [EC:2.3.1.8]|
K00626	ACAT, atoB	ACAT, atoB|acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|
K00627	DLAT, aceF, pdhC	DLAT, aceF, pdhC|pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]|
K00628	GLYAT	GLYAT|glycine N-acyltransferase / glycine N-benzoyltransferase [EC:2.3.1.13 2.3.1.71]|
K00629	GPAT1_2	GPAT1_2|glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]|
